"Id","Type","KOfam","COG_CATEGORY"
"MG_K04773","KO_coverage","protease IV [EC:3.4.21.-]","Posttranslational modification, protein turnover, chaperones"
"MG_K04794","KO_coverage","peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]","Translation, ribosomal structure and biogenesis"
"MG_K05515","KO_coverage","penicillin-binding protein 2 [EC:3.4.16.4]","Cell cycle control, cell division, chromosome partitioning"
"MG_K05540","KO_coverage","tRNA-dihydrouridine synthase B [EC:1.-.-.-]","Translation, ribosomal structure and biogenesis"
"MG_K05592","KO_coverage","ATP-dependent RNA helicase DeaD [EC:3.6.4.13]","Replication, recombination and repair"
"MG_K05810","KO_coverage","purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]","Inorganic ion transport and metabolism"
"MG_K06153","KO_coverage","undecaprenyl-diphosphatase [EC:3.6.1.27]","Lipid transport and metabolism"
"MG_K06167","KO_coverage","phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]","Inorganic ion transport and metabolism"
"MG_K06199","KO_coverage","fluoride exporter","Cell cycle control, cell division, chromosome partitioning"
"MG_K06204","KO_coverage","RNA polymerase-binding transcription factor","Transcription"
"MG_K06205","KO_coverage","MioC protein","Nucleotide transport and metabolism"
"MG_K06412","KO_coverage","stage V sporulation protein G","Cell cycle control, cell division, chromosome partitioning"
"MG_K06901","KO_coverage","adenine/guanine/hypoxanthine permease","Nucleotide transport and metabolism"
"MG_K06925","KO_coverage","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","Translation, ribosomal structure and biogenesis"
"MG_K06956","KO_coverage","uncharacterized protein","Amino acid transport and metabolism"
"MG_K06959","KO_coverage","protein Tex","Transcription"
"MG_K06973","KO_coverage","uncharacterized protein","Posttranslational modification, protein turnover, chaperones"
"MG_K06993","KO_coverage","ribonuclease H-related protein","Replication, recombination and repair"
"MG_K06997","KO_coverage","PLP dependent protein","Coenzyme transport and metabolism"
"MG_K07001","KO_coverage","NTE family protein","General function prediction only"
"MG_K07082","KO_coverage","UPF0755 protein","Cell wall/membrane/envelope biogenesis"
"MG_K07089","KO_coverage","uncharacterized protein","Function unknown"
"MG_K07090","KO_coverage","uncharacterized protein","Inorganic ion transport and metabolism"
"MG_K07107","KO_coverage","acyl-CoA thioester hydrolase [EC:3.1.2.-]","Lipid transport and metabolism"
"MG_K07114","KO_coverage","Ca-activated chloride channel homolog","Coenzyme transport and metabolism"
"MG_K07137","KO_coverage","uncharacterized protein","General function prediction only"
"MG_K07146","KO_coverage","UPF0176 protein","Translation, ribosomal structure and biogenesis"
"MG_K07150","KO_coverage","uncharacterized protein","Function unknown"
"MG_K07240","KO_coverage","chromate transporter","Inorganic ion transport and metabolism"
"MG_K07257","KO_coverage","spore coat polysaccharide biosynthesis protein SpsF","Cell wall/membrane/envelope biogenesis"
"MG_K07277","KO_coverage","outer membrane protein insertion porin family","Cell wall/membrane/envelope biogenesis"
"MG_K07304","KO_coverage","peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]","Posttranslational modification, protein turnover, chaperones"
"MG_K07305","KO_coverage","peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]","Posttranslational modification, protein turnover, chaperones"
"MG_K07315","KO_coverage","phosphoserine phosphatase RsbU/P [EC:3.1.3.3]","Signal transduction mechanisms"
"MG_K07316","KO_coverage","adenine-specific DNA-methyltransferase [EC:2.1.1.72]","Replication, recombination and repair"
"MG_K07340","KO_coverage","inner membrane protein","Posttranslational modification, protein turnover, chaperones"
"MG_K07391","KO_coverage","magnesium chelatase family protein","Posttranslational modification, protein turnover, chaperones"
"MG_K07448","KO_coverage","restriction system protein","Defense mechanisms"
"MG_K07456","KO_coverage","DNA mismatch repair protein MutS2","Replication, recombination and repair"
"MG_K07460","KO_coverage","putative endonuclease","Replication, recombination and repair"
"MG_K07461","KO_coverage","putative endonuclease","Replication, recombination and repair"
"MG_K07462","KO_coverage","single-stranded-DNA-specific exonuclease [EC:3.1.-.-]","Replication, recombination and repair"
"MG_K07497","KO_coverage","putative transposase","Defense mechanisms"
"MG_K07504","KO_coverage","predicted type IV restriction endonuclease","Function unknown"
"MG_K07560","KO_coverage","D-aminoacyl-tRNA deacylase [EC:3.1.1.96]","Translation, ribosomal structure and biogenesis"
"MG_K07568","KO_coverage","S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]","Translation, ribosomal structure and biogenesis"
"MG_K07736","KO_coverage","CarD family transcriptional regulator, regulator of rRNA transcription","Transcription"
"MG_K08316","KO_coverage","16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]","Translation, ribosomal structure and biogenesis"
"MG_K08998","KO_coverage","uncharacterized protein","Cell wall/membrane/envelope biogenesis"
"MG_K09005","KO_coverage","uncharacterized protein","Function unknown"
"MG_K09022","KO_coverage","2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]","Defense mechanisms"
"MG_K09131","KO_coverage","uncharacterized protein","Function unknown"
"MG_K09458","KO_coverage","3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]","Lipid transport and metabolism"
"MG_K09748","KO_coverage","ribosome maturation factor RimP","Translation, ribosomal structure and biogenesis"
"MG_K09749","KO_coverage","uncharacterized protein","Cell motility"
"MG_K09765","KO_coverage","epoxyqueuosine reductase [EC:1.17.99.6]","Translation, ribosomal structure and biogenesis"
"MG_K09774","KO_coverage","lipopolysaccharide export system protein LptA","Cell wall/membrane/envelope biogenesis"
"MG_K09797","KO_coverage","uncharacterized protein","Cell wall/membrane/envelope biogenesis"
"MG_K10773","KO_coverage","endonuclease III [EC:3.2.2.- 4.2.99.18]","Replication, recombination and repair"
"MG_K10914","KO_coverage","CRP/FNR family transcriptional regulator, cyclic AMP receptor protein","Signal transduction mechanisms"
"MG_K10938","KO_coverage","accessory colonization factor AcfC","Cell wall/membrane/envelope biogenesis"
"MG_K11041","KO_coverage","exfoliative toxin A/B","Defense mechanisms"
"MG_K11070","KO_coverage","spermidine/putrescine transport system permease protein","Amino acid transport and metabolism"
"MG_K11690","KO_coverage","C4-dicarboxylate transporter, DctM subunit","Carbohydrate transport and metabolism"
"MG_K11717","KO_coverage","cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]","Amino acid transport and metabolism"
"MG_K12267","KO_coverage","peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]","Posttranslational modification, protein turnover, chaperones"
"MG_K12410","KO_coverage","NAD-dependent deacetylase [EC:2.3.1.286]","Posttranslational modification, protein turnover, chaperones"
"MG_K12573","KO_coverage","ribonuclease R [EC:3.1.13.1]","Transcription"
"MG_K12574","KO_coverage","ribonuclease J [EC:3.1.-.-]","Translation, ribosomal structure and biogenesis"
"MG_K12942","KO_coverage","aminobenzoyl-glutamate transport protein","Coenzyme transport and metabolism"
"MG_K13017","KO_coverage","UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]","Cell wall/membrane/envelope biogenesis"
"MG_K13626","KO_coverage","flagellar assembly factor FliW","Cell motility"
"MG_K14155","KO_coverage","cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","Amino acid transport and metabolism"
"MG_K14742","KO_coverage","tRNA threonylcarbamoyladenosine biosynthesis protein TsaB","Translation, ribosomal structure and biogenesis"
"MG_K15539","KO_coverage","cytoskeleton protein RodZ","Cell cycle control, cell division, chromosome partitioning"
"MG_K16786","KO_coverage","energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]","Inorganic ion transport and metabolism"
"MG_K18189","KO_coverage","translational activator of cytochrome c oxidase 1","Transcription"
"MG_K18367","KO_coverage","CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","Lipid transport and metabolism"
"MG_K19302","KO_coverage","undecaprenyl-diphosphatase [EC:3.6.1.27]","Lipid transport and metabolism"
"MG_K19334","KO_coverage","biofilm protein TabA","Carbohydrate transport and metabolism"
"MG_K19411","KO_coverage","protein arginine kinase activator",NA
"MG_K20509","KO_coverage","carboxybiotin decarboxylase [EC:7.2.4.1]","Energy production and conversion"
"MG_K20534","KO_coverage","polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]","Cell wall/membrane/envelope biogenesis"
"MG_K21394","KO_coverage","TRAP-type transport system small permease protein","Carbohydrate transport and metabolism"
"MG_K21395","KO_coverage","TRAP-type transport system periplasmic protein","Carbohydrate transport and metabolism"
"MG_K21929","KO_coverage","uracil-DNA glycosylase [EC:3.2.2.27]","Replication, recombination and repair"
"MG_K23351","KO_coverage","glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma","Lipid transport and metabolism"
"MG_K23356","KO_coverage","HTH-type transcriptional regulator, sugar sensing transcriptional regulator","Transcription"
"MG_K23535","KO_coverage","general nucleoside transport system permease protein","Nucleotide transport and metabolism"
"MT_K02040","KO_Expression","phosphate transport system substrate-binding protein","Inorganic ion transport and metabolism"
"MT_K04565","KO_Expression","superoxide dismutase, Cu-Zn family [EC:1.15.1.1]","Inorganic ion transport and metabolism"
"MG_K00059","KO_coverage","3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]","Lipid transport and metabolism"
"MG_K01156","KO_coverage","type III restriction enzyme [EC:3.1.21.5]","Defense mechanisms"
"MG_K02358","KO_coverage","elongation factor Tu","Translation, ribosomal structure and biogenesis"
"MG_K03559","KO_coverage","biopolymer transport protein ExbD","Intracellular trafficking, secretion, and vesicular transport"
"MG_K03561","KO_coverage","biopolymer transport protein ExbB","Intracellular trafficking, secretion, and vesicular transport"
"MT_K03924","KO_Expression","MoxR-like ATPase [EC:3.6.3.-]","General function prediction only"
"MT_K00895","KO_Expression","diphosphate-dependent phosphofructokinase [EC:2.7.1.90]","Carbohydrate transport and metabolism"
"MT_K03797","KO_Expression","carboxyl-terminal processing protease [EC:3.4.21.102]","Posttranslational modification, protein turnover, chaperones"
"MT_K02415","KO_Expression","flagellar protein FliL","Cell motility"
"MT_K00975","KO_Expression","glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]","Carbohydrate transport and metabolism"
"MT_K03613","KO_Expression","H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","Energy production and conversion"
"MT_K18367","KO_Expression","CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","Lipid transport and metabolism"
"MG_K00794","KO_coverage","6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]","Coenzyme transport and metabolism"
"MG_K01703","KO_coverage","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]","Amino acid transport and metabolism"
"MG_K02837","KO_coverage","peptide chain release factor 3","Translation, ribosomal structure and biogenesis"
"MG_K03071","KO_coverage","preprotein translocase subunit SecB","Intracellular trafficking, secretion, and vesicular transport"
"MG_K06178","KO_coverage","23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]","Translation, ribosomal structure and biogenesis"
"MG_K07741","KO_coverage","anti-repressor protein","Mobilome: prophages, transposons"
"MG_K11071","KO_coverage","spermidine/putrescine transport system permease protein","Amino acid transport and metabolism"
"MG_K00645","KO_coverage","[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]","Lipid transport and metabolism"
"MG_K00878","KO_coverage","hydroxyethylthiazole kinase [EC:2.7.1.50]","Coenzyme transport and metabolism"
"MG_K00919","KO_coverage","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]","Lipid transport and metabolism"
"MG_K00941","KO_coverage","hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]","Coenzyme transport and metabolism"
"MG_K01591","KO_coverage","orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]","Nucleotide transport and metabolism"
"MG_K01889","KO_coverage","phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]","Translation, ribosomal structure and biogenesis"
"MG_K02039","KO_coverage","phosphate transport system protein","Inorganic ion transport and metabolism"
"MG_K02040","KO_coverage","phosphate transport system substrate-binding protein","Inorganic ion transport and metabolism"
"MG_K02357","KO_coverage","elongation factor Ts","Translation, ribosomal structure and biogenesis"
"MG_K02387","KO_coverage","flagellar basal-body rod protein FlgB","Cell motility"
"MG_K02434","KO_coverage","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]","Translation, ribosomal structure and biogenesis"
"MG_K02495","KO_coverage","oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]","Coenzyme transport and metabolism"
"MG_K02784","KO_coverage","phosphocarrier protein HPr","Signal transduction mechanisms"
"MG_K02791","KO_coverage","maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]","Carbohydrate transport and metabolism"
"MG_K02879","KO_coverage","large subunit ribosomal protein L17","Translation, ribosomal structure and biogenesis"
"MG_K02881","KO_coverage","large subunit ribosomal protein L18","Translation, ribosomal structure and biogenesis"
"MG_K02895","KO_coverage","large subunit ribosomal protein L24","Translation, ribosomal structure and biogenesis"
"MG_K02909","KO_coverage","large subunit ribosomal protein L31","Translation, ribosomal structure and biogenesis"
"MG_K02926","KO_coverage","large subunit ribosomal protein L4","Translation, ribosomal structure and biogenesis"
"MG_K02959","KO_coverage","small subunit ribosomal protein S16","Translation, ribosomal structure and biogenesis"
"MG_K03073","KO_coverage","preprotein translocase subunit SecE","Intracellular trafficking, secretion, and vesicular transport"
"MG_K03564","KO_coverage","thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]","Posttranslational modification, protein turnover, chaperones"
"MG_K06180","KO_coverage","23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]","Translation, ribosomal structure and biogenesis"
"MG_K06861","KO_coverage","lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]","Cell wall/membrane/envelope biogenesis"
"MG_K07301","KO_coverage","cation:H+ antiporter","Inorganic ion transport and metabolism"
"MG_K07442","KO_coverage","tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]","Translation, ribosomal structure and biogenesis"
"MG_K00560","KO_coverage","thymidylate synthase [EC:2.1.1.45]","Nucleotide transport and metabolism"
"MG_K00850","KO_coverage","6-phosphofructokinase 1 [EC:2.7.1.11]","Carbohydrate transport and metabolism"
"MG_K00954","KO_coverage","pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]","Coenzyme transport and metabolism"
"MG_K00963","KO_coverage","UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","Cell wall/membrane/envelope biogenesis"
"MG_K01243","KO_coverage","adenosylhomocysteine nucleosidase [EC:3.2.2.9]","Nucleotide transport and metabolism"
"MG_K01489","KO_coverage","cytidine deaminase [EC:3.5.4.5]","Nucleotide transport and metabolism"
